City ID,City,Country,City Date,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed
2381334,atar,MR,1593387541,20.52,-13.05,97.32,10,0,13.62
5952330,ferme-neuve,CA,1593387541,46.7,-75.45,67.89,87,6,3.44
5044290,saint anthony,US,1593387541,45.02,-93.22,84.2,58,90,6.93
1701054,marawi,PH,1593387541,8.0,124.29,75.99,93,100,4.0
1067565,beloha,MG,1593387541,-25.17,45.05,62.64,92,0,4.76
1650527,balikpapan,ID,1593387541,-1.27,116.83,75.2,100,40,4.7
1514792,gazojak,TM,1593387541,41.19,61.4,68.2,25,99,2.75
2972695,thouars,FR,1593387541,46.98,-0.22,64.0,98,64,7.45
1486321,yar-sale,RU,1593387542,66.83,70.83,52.21,67,96,23.62
1507636,chunskiy,RU,1593387542,56.08,99.63,65.3,90,98,7.63
5110365,broome,US,1593387542,42.25,-75.83,73.4,64,1,10.29
2229681,lagdo,CM,1593387542,9.05,13.73,74.79,92,69,1.99
2618795,klaksvik,FO,1593387542,62.23,-6.59,55.4,76,71,20.8
2012349,krasnyy chikoy,RU,1593387542,50.36,108.75,65.32,79,51,1.43
2071860,esperance,AU,1593387542,-33.87,121.9,51.8,81,90,14.99
3372964,lagoa,PT,1593387542,39.05,-27.98,67.48,94,0,8.25
3838233,salta,AR,1593387542,-24.79,-65.41,48.2,70,18,3.36
1627035,simpang,ID,1593387542,-1.27,104.08,74.93,92,42,3.85
2548885,fez,MA,1593387273,34.04,-5.0,75.2,60,0,9.17
1633419,padang,ID,1593387543,-0.95,100.35,78.49,77,62,3.02
3347019,namibe,AO,1593387543,-15.2,12.15,66.74,65,0,3.51
2527087,tiznit,MA,1593387543,29.58,-9.5,69.19,49,0,0.34
686090,asau,RO,1593387543,46.43,26.4,62.01,91,4,5.23
3628473,san cristobal,VE,1593387543,7.77,-72.22,80.6,61,40,20.8
1621313,ambulu,ID,1593387543,-8.35,113.61,76.5,86,59,4.16
5991056,kenora,CA,1593387261,49.82,-94.43,86.0,37,40,17.22
1605483,that phanom,TH,1593387543,16.94,104.71,80.6,88,20,5.82
1582886,dong hoi,VN,1593387544,17.48,106.6,84.07,70,20,7.07
7281807,seddon,AU,1593387544,-37.81,144.89,42.01,93,0,4.16
3521941,panuco,MX,1593387544,22.05,-98.17,86.0,79,75,6.93
1528998,yumen,CN,1593387544,40.28,97.2,73.99,28,0,9.44
4938048,grafton,US,1593387544,42.21,-71.69,68.0,88,90,11.41
516588,nyrob,RU,1593387544,60.73,56.72,42.04,94,100,8.79
1521315,lisakovsk,KZ,1593387544,52.54,62.49,47.84,74,2,9.28
1337618,manadhoo,MV,1593387544,5.77,73.38,82.9,79,0,14.52
3121238,grado,ES,1593387545,43.39,-6.07,62.01,93,75,5.82
2063042,port hedland,AU,1593387545,-20.32,118.57,57.2,71,2,6.93
2191562,dunedin,NZ,1593387452,-45.87,170.5,48.99,78,100,1.99
3385899,tutoia,BR,1593387545,-2.76,-42.27,78.58,88,18,9.06
6071900,melita,CA,1593387545,49.27,-101.0,82.0,50,88,8.99
1216475,muborak,UZ,1593387545,39.26,65.15,68.31,24,47,12.75
3466980,caravelas,BR,1593387545,-17.71,-39.25,73.15,84,8,8.16
1684245,tagusao,PH,1593387545,9.19,117.81,80.73,80,100,5.68
86049,jalu,LY,1593387546,29.03,21.55,76.32,47,0,6.06
6173220,valleyview,CA,1593387546,55.07,-117.29,60.33,80,100,5.14
1259385,port blair,IN,1593387546,11.67,92.75,82.26,78,98,9.1
2121197,sinegorye,RU,1593387546,62.08,150.48,76.15,33,83,3.51
5134295,roma,US,1593387546,43.21,-75.46,77.0,61,1,11.41
6067472,marystown,CA,1593387546,47.17,-55.15,58.55,93,100,5.88
3620266,corn island,NI,1593387546,12.17,-83.04,82.02,82,100,19.6
2024626,dzhebariki-khaya,RU,1593387546,62.22,135.8,84.4,38,11,1.68
4697330,hewitt,US,1593387546,31.46,-97.2,86.0,58,1,19.46
3446880,tapes,BR,1593387547,-30.67,-51.4,51.75,76,38,7.25
3867427,mayor pablo lagerenza,PY,1593387547,-19.93,-60.77,64.33,56,79,5.48
2012530,zhigansk,RU,1593387547,66.77,123.37,68.65,53,0,17.63
6096551,pangnirtung,CA,1593387547,66.15,-65.71,47.68,62,37,3.04
5166009,painesville,US,1593387547,41.72,-81.25,77.0,57,1,4.56
3466165,cidreira,BR,1593387502,-30.18,-50.21,55.38,63,9,7.78
2070998,geraldton,AU,1593387547,-28.77,114.6,66.2,63,40,19.46
986717,kruisfontein,ZA,1593387547,-34.0,24.73,50.43,74,30,10.04
1634614,nabire,ID,1593387548,-3.37,135.48,79.3,82,100,2.39
2610343,vestmanna,FO,1593387548,62.16,-7.17,55.4,76,64,20.8
2446796,bilma,NE,1593387548,18.69,12.92,84.52,15,0,5.06
2034638,sujiatun,CN,1593387548,41.66,123.34,71.6,83,100,6.71
1162862,uthal,PK,1593387548,25.81,66.62,83.59,76,61,3.78
299900,talas,TR,1593387548,38.69,35.55,57.2,82,0,2.24
1853174,sakaiminato,JP,1593387548,35.55,133.23,75.2,83,75,3.36
2165828,gatton,AU,1593387548,-27.55,152.28,59.0,82,0,4.7
1272653,dibai,IN,1593387549,28.22,78.25,86.86,69,70,14.58
6150293,smoky lake,CA,1593387549,54.12,-112.47,66.0,75,98,5.99
2522325,aguimes,ES,1593387549,27.91,-15.45,73.4,73,75,23.04
3461484,igreja nova,BR,1593387549,-10.13,-36.66,70.63,91,1,4.38
5850554,makakilo city,US,1593387549,21.35,-158.09,87.8,58,1,11.41
6113406,prince rupert,CA,1593387549,54.32,-130.32,57.2,87,1,10.29
161901,kaka,TM,1593387549,37.35,59.61,68.77,23,57,2.62
2139521,noumea,NC,1593387415,-22.28,166.46,71.6,53,1,5.82
3452640,porto seguro,BR,1593387549,-16.45,-39.06,71.6,83,40,2.24
3421765,nanortalik,GL,1593387550,60.14,-45.24,40.26,86,47,10.36
1059051,miandrivazo,MG,1593387550,-19.52,45.47,71.19,69,0,1.5
3571913,marsh harbour,BS,1593387313,26.54,-77.06,82.58,69,80,8.03
1502073,krasnoselkup,RU,1593387550,65.7,82.47,58.64,73,72,24.36
2294915,takoradi,GH,1593387550,4.88,-1.76,76.26,88,87,12.88
2509491,villarrobledo,ES,1593387550,39.27,-2.6,75.0,56,0,7.0
6137462,saint-augustin,CA,1593387550,51.23,-58.65,54.88,77,4,18.9
1271215,gidam,IN,1593387550,18.98,81.4,77.0,87,96,0.94
3992842,petatlan,MX,1593387551,17.52,-101.27,91.4,59,40,9.17
286245,sur,OM,1593387551,22.57,59.53,84.67,72,56,14.2
5126787,middle island,US,1593387521,40.88,-72.94,77.0,69,1,6.93
502903,rameshki,RU,1593387551,57.34,36.05,47.93,86,1,5.37
1855612,nara,JP,1593387551,34.69,135.8,78.01,69,1,2.24
